"","logFC","logCPM","PValue","FDR"
"3117",2.23169497933453,5.67162638257009,1.99964561694133e-06,4.26472231334376e-05
"64981",-2.96671334369096,3.67144070109871,2.02546610144005e-06,4.31280071664232e-05
"55212",2.51196553604161,4.40078573447959,2.03378763392403e-06,4.3235236631351e-05
"26471",-2.23438525195333,5.78205346544043,2.04561320196107e-06,4.34164905235576e-05
"6988",-2.9021200865243,3.91748095846928,2.04989183717665e-06,4.34372410393037e-05
"4646",2.07964724927335,7.42167490289156,2.06312446103714e-06,4.36473549562503e-05
"23405",2.09293916287359,7.2153557456142,2.06925658240736e-06,4.37068176049735e-05
"7594",2.47711638221601,4.54533672964784,2.1593131229507e-06,4.55358996553017e-05
"83899",2.12772164981357,6.44520626479104,2.1974444315094e-06,4.6178320234603e-05
"51027",-4.17902764645798,2.91420219669145,2.20060604174717e-06,4.6178320234603e-05
"553115",-2.32400897805713,5.28270608816847,2.20381374780232e-06,4.6178320234603e-05
"55149",2.29788103912432,5.27009717254513,2.20381374780232e-06,4.6178320234603e-05
"84525",-2.05000218107457,8.25637530246091,2.26089981761692e-06,4.7299174403849e-05
"55788",2.11169581069512,6.72406505006688,2.27138110986412e-06,4.74430222614318e-05
"653489",7.75011536958728,2.11752069499336,2.40376685247575e-06,4.98914321951552e-05
"100133093",-7.67170236371302,2.19882389949445,2.40376685247575e-06,4.98914321951552e-05
"100532726",-7.67170236371302,2.19882389949445,2.40376685247575e-06,4.98914321951552e-05
"399668",-7.67170236371302,2.19882389949445,2.40376685247575e-06,4.98914321951552e-05
"2153",2.71064683273598,3.86936923946763,2.41222567354922e-06,4.99095560349595e-05
"22995",2.71064683273598,3.86936923946763,2.41222567354922e-06,4.99095560349595e-05
"54856",2.09169350533188,6.90856370052197,2.48176231134301e-06,5.12676770093606e-05
"9321",2.07610457756852,7.07212052793862,2.49667008897447e-06,5.14947989040988e-05
"79618",2.68690340299872,3.94582329227313,2.51028035044796e-06,5.16833226284376e-05
"3399",-2.11693048690503,6.56941394778845,2.51366566473137e-06,5.16833226284376e-05
"113763",-4.68062254360695,2.51612985474054,2.5866634301511e-06,5.31012544108554e-05
"1059",-2.1690517695354,6.08014660887163,2.65726589912599e-06,5.44656728451696e-05
"440050",2.09016384257925,6.78290732821738,2.66497710055553e-06,5.45387770858635e-05
"11186",-2.50979652473592,4.53933280748734,2.69081713556203e-06,5.49820849174857e-05
"1112",-2.09071665754253,6.85086975282995,2.72973274281143e-06,5.56907800971404e-05
"100142659",2.37762614681045,4.66598708465187,2.76395104562578e-06,5.63015972281574e-05
"8818",-3.02111177101452,3.53900380677241,2.76889454084995e-06,5.63151209629745e-05
"83719",-2.38567945384271,4.80170651381147,2.81587351493049e-06,5.71822215786578e-05
"127687",-2.85488562363014,3.87778269826537,2.84121610352896e-06,5.76079548633861e-05
"220064",-3.27892824517385,3.31262847862891,2.86569615452386e-06,5.80149164575069e-05
"90780",-2.54601426941511,4.34486134804622,2.88386804729798e-06,5.82037110956965e-05
"51523",-2.53425035424578,4.33515317267681,2.88386804729798e-06,5.82037110956965e-05
"10209",-2.0376033808775,7.907471240852,2.89971593182086e-06,5.84339386628342e-05
"10165",2.17178538592231,5.78682078571246,2.90923343737032e-06,5.85360899118594e-05
"1903",-2.79672173834042,3.95815942053188,2.9366452806337e-06,5.89974278593265e-05
"65124",-2.17541107573213,5.83031234535232,3.0500593281725e-06,6.11825163100944e-05
"162989",-2.42693681467738,4.66492749543493,3.06018312559097e-06,6.11996137779639e-05
"91663",-2.19180982433741,5.772107998054,3.06021322789727e-06,6.11996137779639e-05
"90121",-2.41217936323142,4.71197919290262,3.07346287896992e-06,6.13713171841656e-05
"5155",-2.68835547484626,4.09508997041861,3.08661437946021e-06,6.15405433626013e-05
"84335",-2.34035798832211,5.01033364511174,3.12497814651578e-06,6.22111761422105e-05
"84705",-3.13458157452352,3.43027907607244,3.15100560097818e-06,6.2634566017027e-05
"4288",2.06783331081806,6.88079893304452,3.21978025418523e-06,6.39051106558423e-05
"57674",2.02573980833021,7.70094729904514,3.24003731382242e-06,6.41508109526386e-05
"2201",2.71709718066426,3.77150693690507,3.24190966513448e-06,6.41508109526386e-05
"1147",2.18331769194997,5.61033486505767,3.25912949504848e-06,6.43947222602746e-05
"55450",-2.5223897254911,4.32537809733816,3.2701072138037e-06,6.45147538627329e-05
"8239",2.01591213536504,8.0849098223757,3.27839030053477e-06,6.45813442585885e-05
"55048",-2.5438430365843,4.4218499165708,3.32298084604924e-06,6.53618908119013e-05
"4282",-2.05320053454616,7.21054347084952,3.33497887351882e-06,6.54999805919912e-05
"90060",-2.3001079452854,5.18716387821016,3.36478889000606e-06,6.59869701990905e-05
"55131",2.26443603212751,5.11842057026887,3.37563469242802e-06,6.61011561274707e-05
"9766",-2.23318955610207,5.4778562396461,3.50244459966161e-06,6.84824197428635e-05
"22899",-2.91023173020534,3.6241115549629,3.57705485844338e-06,6.96423686495602e-05
"84890",-2.91023173020534,3.6241115549629,3.57705485844338e-06,6.96423686495602e-05
"26508",-3.70880920708424,3.01931420155046,3.57764580949181e-06,6.96423686495602e-05
"30818",-7.61949697851773,2.15419586937003,3.60565027871362e-06,7.00838286818206e-05
"386672",2.02961375200548,7.35151252462214,3.6743468860019e-06,7.13137620544233e-05
"92255",2.46371633894883,4.29795628489213,3.71006146513412e-06,7.19008819141382e-05
"4694",2.07901581580284,6.46457447489931,3.76065599409491e-06,7.27742238621983e-05
"126638",2.14697810692968,5.68706417168086,3.78619289607193e-06,7.31608110417188e-05
"9679",-2.17797835241384,5.63328323433828,3.83268433778549e-06,7.39505765409373e-05
"125170",-4.11647959501832,2.8602972066025,3.8890020003131e-06,7.48178031025148e-05
"85360",-4.11647959501832,2.8602972066025,3.8890020003131e-06,7.48178031025148e-05
"55501",-3.11260157916107,3.41177279946716,3.90405287376583e-06,7.49977106071307e-05
"56901",-2.13699784355592,5.95343990108354,3.93947406514456e-06,7.55678414332904e-05
"146433",-2.82251434401596,3.850684218767,3.95262834532848e-06,7.57098055257314e-05
"55023",2.05686769772612,6.66018429775059,4.01679389992362e-06,7.68270216992659e-05
"80139",-2.1730984100048,5.62934146586415,4.04880645244002e-06,7.72148465328379e-05
"2483",2.16133769658752,5.6143804050262,4.04880645244002e-06,7.72148465328379e-05
"170959",2.19968194668539,5.33153039251217,4.05552840909229e-06,7.72311119178661e-05
"11170",-2.97997022723117,3.50452227344894,4.14606904927022e-06,7.88412176580156e-05
"8754",2.03643301551207,6.88945303882111,4.15321449102175e-06,7.88631305733842e-05
"158293",-2.60976542835883,4.13113981230132,4.16544834983141e-06,7.89814622988926e-05
"23077",1.97180970646452,9.17348726546058,4.1796118487806e-06,7.91359889469122e-05
"10734",2.44908619848032,4.28587109129447,4.21147079222014e-06,7.96246324063576e-05
"10564",2.00418176261741,7.60581572193866,4.30927698849707e-06,8.13569238043515e-05
"647042",2.89286407116963,3.5561372816094,4.3346413079893e-06,8.17185458049158e-05
"7450",1.97693898321454,8.46843923691002,4.5016055717272e-06,8.47448179089532e-05
"91526",3.08366517837216,3.22997611300373,4.52550718377905e-06,8.50730700447836e-05
"5549",-2.25239289483508,5.10880826727888,4.58208806617106e-06,8.60138328997788e-05
"4659",2.03017588990757,6.81591584028653,4.67688267636098e-06,8.7668232390647e-05
"9673",-2.4773536489743,4.44167421355002,4.72361826983388e-06,8.83295605749196e-05
"83638",-2.73475275287087,3.90648900900378,4.72558785962029e-06,8.83295605749196e-05
"2737",2.01725349901578,6.94750289596555,4.76153564639749e-06,8.88082578733747e-05
"6647",1.99753146745093,7.5650637866933,4.76469565001919e-06,8.88082578733747e-05
"1398",-2.2097781654636,5.42786196381875,4.78672643236831e-06,8.89777080635353e-05
"64748",-2.63184841707842,4.04822619674346,4.78731038141067e-06,8.89777080635353e-05
"54541",-2.10607523820284,6.04868877529781,4.90997401305064e-06,9.11288406738129e-05
"7458",-1.9840501028022,7.82334843313266,5.13105395084468e-06,9.50979421678383e-05
"100287171",1.96899956100549,8.18188090120945,5.15699787062318e-06,9.5320610621016e-05
"51806",-1.95165130734283,9.35706109306036,5.15755564725005e-06,9.5320610621016e-05
"7477",-2.40336781617659,4.58391251159988,5.16510709343053e-06,9.53262892601015e-05
"91056",-2.25327133844852,5.14906116099779,5.23463815459914e-06,9.64742345607424e-05
"728047",-4.59607700038541,2.44416483960205,5.24925396734942e-06,9.66082978410505e-05
"101059918",7.6251935655961,2.00734942731742,5.44526776785322e-06,9.96582455593609e-05
"57054",7.6251935655961,2.00734942731742,5.44526776785322e-06,9.96582455593609e-05
"8359",7.6251935655961,2.00734942731742,5.44526776785322e-06,9.96582455593609e-05
"100129361",-7.56533133249436,2.10809800909215,5.44526776785322e-06,9.96582455593609e-05
"2256",-2.78940001108298,3.82305603812772,5.51947174987194e-06,0.000100876012161896
"3127",2.08587669661589,5.8292551601579,5.60148267992989e-06,0.000102232885693755
"83900",2.02440461821395,6.66363757092107,5.66341685174091e-06,0.000103214054883929
"1611",-2.13520367898465,5.70177655126353,5.67332024614303e-06,0.000103214054883929
"80303",-2.369274380603,4.61774715721329,5.67877313898965e-06,0.000103214054883929
"4087",1.97496124221186,7.57751754869699,5.78180655912531e-06,0.000104941782774524
"84747",-2.21107150068362,5.22736814837272,5.85120994026197e-06,0.000106055195046704
"5793",2.27591619463037,4.80170746852854,5.87747292062434e-06,0.000106384685230393
"79680",-2.24302448173952,5.01872686870032,5.92113804524192e-06,0.0001070278235403
"375",-1.98527537834617,7.37964830646453,5.96978243884415e-06,0.000107759076972223
"4298",-2.13241195908578,5.67447386429514,6.03643408140906e-06,0.000108812926133235
"9647",-2.27187649601472,4.95456895049189,6.08090964815478e-06,0.000109393210453197
"4692",-3.65008096243715,2.96931276242002,6.09356510845757e-06,0.000109393210453197
"84269",-3.65008096243715,2.96931276242002,6.09356510845757e-06,0.000109393210453197
"9929",-2.11946507868598,5.71375940994813,6.22835374932105e-06,0.000111660636222501
"6654",1.99000365797862,7.03299292887752,6.26886029303978e-06,0.00011223392189947
"1282",1.93965892822978,8.60499954835145,6.30793562665641e-06,0.000112780061020614
"10636",-2.56840013462026,4.09701599080421,6.38172878736238e-06,0.000113931137158407
"84920",2.70914228570436,3.53339584311206,6.38963289177783e-06,0.000113931137158407
"1387",1.94258297573604,8.37176399208193,6.43464770368628e-06,0.000114481801320692
"132320",2.5438980870502,4.00172116428939,6.43791572135514e-06,0.000114481801320692
"140576",-1.95601974719751,7.87764256812799,6.44988233200715e-06,0.000114539813234659
"7498",2.55767506506108,3.92826401299663,6.48433373219222e-06,0.000114996425312557
"27032",1.96029515661701,7.60546765583944,6.53799122421231e-06,0.00011579196032222
"80176",-2.2640628359694,4.94823595948409,6.61542418755177e-06,0.000116848814609388
"9296",-2.2640628359694,4.94823595948409,6.61542418755177e-06,0.000116848814609388
"4037",-2.29721772050225,4.72961690179064,6.65129017110875e-06,0.000117324835605389
"23254",-2.15540492028261,5.35232090028004,6.72033562769528e-06,0.000118384064959628
"64207",-2.08527396350238,5.91189367038955,6.73364085632761e-06,0.000118459866348148
"85364",-3.39065042465361,3.11729314032849,6.74687246951608e-06,0.000118534171997813
"79602",-2.05882005084824,6.10380142301411,6.79884453391796e-06,0.000119287993629102
"8518",2.03944598497834,6.19593739726766,6.88975447298351e-06,0.00012072207604526
"51",1.97169693233962,7.13194538367893,6.90532753889602e-06,0.000120834049314272
"2644",-4.05109639019678,2.80423998043635,6.95642532933601e-06,0.000121305199599149
"64979",-4.05109639019678,2.80423998043635,6.95642532933601e-06,0.000121305199599149
"4092",-2.22800706650972,5.00659053059483,6.9599077207506e-06,0.000121305199599149
"10226",-2.14225622079218,5.4935900880293,7.0122696940212e-06,0.00012205615992543
"5916",-1.97972803576445,7.10964235670467,7.15125836317349e-06,0.000124310975959049
"1030",-2.12723994609278,5.53804571510067,7.23549283373333e-06,0.000125609301054218
"171392",2.48761288061757,4.1112465738605,7.2560275565603e-06,0.000125799824264528
"79633",2.23895507998981,4.88866450047594,7.32700050439033e-06,0.000126863157417464
"6422",-1.97341234813177,7.17982827705864,7.35224954398349e-06,0.000127133050918895
"28955",-2.58796655837228,4.01203102504136,7.47396735746499e-06,0.000129068158079897
"220323",-3.04457796288153,3.35474845054471,7.49802620200227e-06,0.000129313927643706
"27445",2.13694544253389,5.25358919392733,7.5121668383884e-06,0.000129388224380043
"3400",-2.01183273984234,6.55099669587676,7.5255234005664e-06,0.000129438294216343
"131408",-2.432663150486,4.40503747652977,7.53763100914989e-06,0.000129438294216343
"144501",-1.92794518667397,8.40983704813537,7.54458330146174e-06,0.000129438294216343
"7576",2.26077512804818,4.61698505646665,7.61746613186832e-06,0.000130500087251573
"440348",3.61073515122818,2.56017246568238,7.62630648958579e-06,0.000130500087251573
"10634",-2.14719483419184,5.43873320676035,7.66339922030398e-06,0.000130964506935039
"64115",-2.23400668234169,4.96835013701066,7.68788926624431e-06,0.000131212626270439
"6158",-1.93682896877942,8.0399524496679,7.72894890868378e-06,0.000131742537162396
"163227",2.68452735955929,3.51296075291166,7.77283630673904e-06,0.000132135630356054
"341640",2.32036328405788,4.57090991175896,7.77304547385438e-06,0.000132135630356054
"112939",-2.14981790914789,5.41050110554714,7.78213492863759e-06,0.000132135630356054
"283229",-2.7425216254686,3.64246704316035,7.80283628252474e-06,0.000132146103786027
"51287",-2.7425216254686,3.64246704316035,7.80283628252474e-06,0.000132146103786027
"7165",-2.04340448689517,6.16177197007743,7.86014635336136e-06,0.000132945585943293
"1828",1.8956087874737,12.2357770397645,7.90732894141219e-06,0.00013357194035949
"1365",-3.61979530800816,2.94362827359205,7.98320300301822e-06,0.000134508282095668
"374920",-3.61979530800816,2.94362827359205,7.98320300301822e-06,0.000134508282095668
"339105",-2.3771167597756,4.49803708365461,8.10910792305242e-06,0.000136280652821771
"9564",-2.3771167597756,4.49803708365461,8.10910792305242e-06,0.000136280652821771
"342371",-2.05805977015987,5.9909058001419,8.19036438398605e-06,0.000137470669552133
"4588",7.55842729894568,1.94906011614688,8.28134473027678e-06,0.000138467872053002
"10023",-7.50905245120622,2.06042984838575,8.28134473027678e-06,0.000138467872053002
"10317",-7.50905245120622,2.06042984838575,8.28134473027678e-06,0.000138467872053002
"29965",-2.497336211715,4.13303117388491,8.33773027891542e-06,0.000139233747132294
"2033",1.92075692499173,8.13374161543671,8.41276858484417e-06,0.000140308772887154
"5980",1.98961336647191,6.48226015608722,8.58550960082915e-06,0.000143008507389001
"10912",-3.3632417385402,3.09417542855804,8.67404846688236e-06,0.000144118439110739
"81544",-3.3632417385402,3.09417542855804,8.67404846688236e-06,0.000144118439110739
"91107",-2.34202732522691,4.5339260132432,8.84497944348014e-06,0.000146574281820643
"57804",-2.61043414135694,3.92168712956559,8.85432819953578e-06,0.000146574281820643
"4853",1.89495738524607,9.33775332351441,8.855274264565e-06,0.000146574281820643
"114904",-3.15583655456855,3.20904559005982,9.10742113967007e-06,0.000150461654576121
"501",1.94337891835571,7.22104974126997,9.11299784916549e-06,0.000150461654576121
"63027",-2.07618256502518,5.70332134447017,9.27100488786245e-06,0.00015287863824484
"219743",-2.44548460970723,4.17909171265334,9.34545108276198e-06,0.000153678538986058
"3067",3.38613995358322,2.74116865823596,9.34721153862385e-06,0.000153678538986058
"83855",-2.29832664807191,4.61920764470219,9.35454895720284e-06,0.000153678538986058
"176",2.86717965125234,3.3896321628728,9.45777651057461e-06,0.000155151989480387
"339122",-2.7901678862045,3.52440375488558,9.46782031710244e-06,0.000155151989480387
"5927",1.92822688584079,7.49458543654503,9.50654400512921e-06,0.00015559280169589
"57448",1.91428897988897,7.88368743166857,9.59375890708698e-06,0.000156729308779907
"348262",-2.309210965806,4.56894646468958,9.59980415507293e-06,0.000156729308779907
"103344718",2.0064792127693,6.16965005885182,9.63948265417716e-06,0.000156987564661284
"653464",2.0064792127693,6.16965005885182,9.63948265417716e-06,0.000156987564661284
"6133",1.87654625738424,11.0353193145466,9.82878116812661e-06,0.000159813201852895
"23508",-2.51133421943324,4.05019881659934,9.83727437501674e-06,0.000159813201852895
"4665",-2.05344657570962,5.84411098150732,9.96851990729042e-06,0.000161745688606701
"10101",-2.26901756610472,4.65224315231595,1.00886443204684e-05,0.000163493190410152
"7062",1.87104816803986,12.8382752806298,1.01240091179384e-05,0.000163864496903999
"7617",-2.28842057476672,4.61119624067871,1.03717447811109e-05,0.000167500472281292
"342897",-1.97291412898456,6.6194867256404,1.03741078280457e-05,0.000167500472281292
"100996746",3.56360254373099,2.52033915923944,1.05718400550855e-05,0.000170483876574596
"30815",-2.11308312126462,5.31840355656003,1.0625839038387e-05,0.000171144939909589
"11338",-2.00328000107706,6.24513180661109,1.07494714118282e-05,0.000172924565169006
"55757",2.21784323312318,4.6709663857379,1.08374313883788e-05,0.000173727908134602
"23463",-2.09996192187589,5.43060048576035,1.08617987322492e-05,0.000173727908134602
"346528",4.82132134856291,2.26462318694433,1.08654205026809e-05,0.000173727908134602
"729978",4.82132134856291,2.26462318694433,1.08654205026809e-05,0.000173727908134602
"83937",-4.50626675138016,2.36830034840682,1.08654205026809e-05,0.000173727908134602
"9240",-2.46962799031231,4.11039577122122,1.10299978355795e-05,0.000176145317376688
"64682",1.92326341655281,7.27299566666486,1.10464731296577e-05,0.00017619459383414
"55238",-3.33530223436908,3.07067098539406,1.11764541362686e-05,0.00017762193234198
"8742",-3.33530223436908,3.07067098539406,1.11764541362686e-05,0.00017762193234198
"10126",-3.30681094492903,3.04676652812044,1.11764541362686e-05,0.00017762193234198
"10755",-1.959390409491,6.64435604749465,1.12469239809193e-05,0.000178526263769501
"205",-2.10693451267841,5.31349175136821,1.13508157564628e-05,0.000179930125283396
"284443",2.60930375083723,3.57087656280459,1.13627125245461e-05,0.000179930125283396
"91373",-2.4967079355434,4.03824836555453,1.13793438169571e-05,0.000179976905393435
"54785",-2.76914861772463,3.50707763125222,1.15475851803932e-05,0.000182232024939724
"4214",1.91193486121277,7.34603113632148,1.15496245003214e-05,0.000182232024939724
"138311",-2.87167072490797,3.41443497376518,1.16658834987034e-05,0.000182775687891808
"196403",-2.87167072490797,3.41443497376518,1.16658834987034e-05,0.000182775687891808
"642273",-2.87167072490797,3.41443497376518,1.16658834987034e-05,0.000182775687891808
"2811",2.84026894310651,3.36707181956818,1.16658834987034e-05,0.000182775687891808
"8663",1.86400947749155,9.91088444697255,1.16698918971099e-05,0.000182775687891808
"257364",-2.15092529118962,5.02707551058903,1.16768969045113e-05,0.000182775687891808
"54955",-2.97318760996128,3.29531558802227,1.16813096372833e-05,0.000182775687891808
"375061",-2.54270797868963,3.97488519844115,1.17463414355107e-05,0.000183574948871597
"10128",1.89849793025881,7.74838201757968,1.1767353442776e-05,0.000183685176694531
"3313",1.87704353040659,8.79533403092694,1.18001586216216e-05,0.000183979013390898
"54472",-1.969269477183,6.43792993405342,1.19469641849206e-05,0.000185811394913736
"55765",-1.95067083048868,6.66070092429327,1.19562215548417e-05,0.000185811394913736
"131870",-2.23190007380364,4.6768876754613,1.19600464694836e-05,0.000185811394913736
"84901",-2.37477997841977,4.35786964187221,1.21154914766875e-05,0.000188004424931286
"28974",-2.31035049312517,4.50825705289888,1.22701586505742e-05,0.000190180232842057
"9534",2.18983154465696,4.73195231590369,1.23731723687567e-05,0.000191551264941728
"7227",1.88260419060313,8.14934573594556,1.24200600637647e-05,0.000192051199035346
"644139",-3.98260875669506,2.74585000521635,1.25995084354442e-05,0.000194369204574455
"9762",-3.98260875669506,2.74585000521635,1.25995084354442e-05,0.000194369204574455
"553158",7.48842059629352,1.88840561703267,1.26863153314878e-05,0.000195022457297953
"100996842",-7.45048872390797,2.0110802746288,1.26863153314878e-05,0.000195022457297953
"7849",-7.45048872390797,2.0110802746288,1.26863153314878e-05,0.000195022457297953
"682",-1.91390912090372,7.21200327304209,1.27874028032222e-05,0.000196347063579464
"10210",1.96350881007466,6.22740727478247,1.2853642070294e-05,0.000197134121215616
"119032",-2.68523669000591,3.73677297465459,1.29326086436881e-05,0.000198114315648768
"84187",-2.08283015241529,5.41693207642823,1.30490683272683e-05,0.00019966591874247
"57228",-2.48193184790675,4.02619606475168,1.31722513560693e-05,0.000201140952799975
"54464",1.93400219844608,6.65831968218375,1.31760393125297e-05,0.000201140952799975
"26020",-1.90313239560034,7.3978671011028,1.32111627130253e-05,0.000201443441646234
"4649",1.98416243920694,6.03927346278988,1.34473712407097e-05,0.000204647412172143
"64062",2.01706721506537,5.70076956084347,1.34523908753632e-05,0.000204647412172143
"80256",-2.29963508092622,4.49959653146556,1.36951760230131e-05,0.000208100255527517
"63931",-2.68373833607871,3.59410978065779,1.37362278038218e-05,0.000208483300658006
"10555",-1.98271274237751,6.06121305058953,1.37735851445794e-05,0.000208809454974102
"64760",-2.08207463216963,5.29367369601703,1.38477468238192e-05,0.000209692175436866
"4627",1.84275130249087,10.9442179584411,1.38973608765062e-05,0.000210201576751662
"8459",-2.4048952270511,4.14609386998176,1.4046716869123e-05,0.000212216701814913
"728279",-2.39200991734471,4.2973791625261,1.41967738377103e-05,0.000214237783177098
"93210",-2.31159693998235,4.44488770938635,1.42185353110495e-05,0.000214320396515579
"29890",-1.96058956568386,6.28837530338068,1.42632949256746e-05,0.000214749082296284
"200205",-3.27774563563512,3.02244807630818,1.44330862763159e-05,0.000216809340536576
"81848",-3.27774563563512,3.02244807630818,1.44330862763159e-05,0.000216809340536576
"11168",2.0097326594185,5.71367745891078,1.45772214425621e-05,0.000218344354814377
"2177",2.18282804366592,4.64275820044828,1.4579763726017e-05,0.000218344354814377
"5878",-1.97847471902321,6.03997830154366,1.45850511347243e-05,0.000218344354814377
"5165",-1.93559194804294,6.60196769969777,1.47375796451352e-05,0.000220377057443561
"56731",-2.01887530483072,5.79497819011457,1.48079477694555e-05,0.000221177962200073
"811",1.84790442315882,9.09709627454001,1.50264361485624e-05,0.000224145670830397
"93100",-2.14747416137334,5.06381395442286,1.50569718610632e-05,0.000224145670830397
"79144",-1.90384894753618,7.05827282926851,1.50577378990859e-05,0.000224145670830397
"2821",1.85728252581607,8.26423002854603,1.57038357732754e-05,0.000233499180723764
"392197",4.76498531904267,2.21578988362627,1.57534631452751e-05,0.000233708930697491
"57168",-4.45917415021363,2.32876832417631,1.57534631452751e-05,0.000233708930697491
"9736",1.86263931298681,7.95994340544817,1.58522378320611e-05,0.000234909456792897
"79763",-2.39110763540889,4.13492137077857,1.61096279899543e-05,0.000238455112170764
"3680",2.16748313558638,4.7139819533491,1.64333549431194e-05,0.000242973615389335
"768211",2.04793067587209,5.33842479386593,1.65676026602804e-05,0.000244683595293637
"26095",2.56048683706182,3.53078593506345,1.66253381624908e-05,0.000245145001071046
"10973",1.8877874028042,7.01715521370006,1.66361034999957e-05,0.000245145001071046
"3339",1.83157001140354,9.44509975933322,1.66776141957081e-05,0.000245481795527207
"386674",2.15365180636108,4.78186064414721,1.67200676401576e-05,0.00024583169840987
"1289",1.8605644057203,7.76074828945378,1.6859681664127e-05,0.000247392251157375
"8834",-2.4125620751253,4.06400869746514,1.68638079860298e-05,0.000247392251157375
"8540",1.9924623897733,5.69998702324339,1.69505759256277e-05,0.000248388227845585
"3892",1.82328277773533,10.36795607524,1.72272185151649e-05,0.000252161255218081
"2191",2.60805773426762,3.44990867766034,1.72464512902806e-05,0.000252162280587558
"8573",1.89059589201432,6.86304073212142,1.73477640866763e-05,0.000253362072826386
"79089",-2.60220808466517,3.79711064307028,1.74594676487042e-05,0.000254710792449333
"8321",-1.96944244900755,5.88116928049535,1.80839773407285e-05,0.000263529410660738
"90203",-2.0745944367026,5.31937920696115,1.81860065025023e-05,0.000264723074741623
"1154",-3.52492601982324,2.86362845368065,1.82365049385365e-05,0.000265164827056576
"81559",-2.64877451443744,3.70679858695096,1.83042181803824e-05,0.000265855636904693
"115572",-1.88257410413472,7.10822196899582,1.83488522892992e-05,0.000266210085198333
"6137",-1.82267625750264,9.48530367837096,1.83818339432747e-05,0.000266394882003912
"23091",1.87024895293594,7.12511779747026,1.85415516965652e-05,0.000267653924459864
"23432",-2.48006621592968,3.92378832653199,1.85858077670749e-05,0.000267653924459864
"27106",-2.48006621592968,3.92378832653199,1.85858077670749e-05,0.000267653924459864
"51257",-2.48006621592968,3.92378832653199,1.85858077670749e-05,0.000267653924459864
"92979",-3.07660281762415,3.14302322955074,1.86467164920887e-05,0.000267653924459864
"9605",-3.07660281762415,3.14302322955074,1.86467164920887e-05,0.000267653924459864
"100862671",-3.24808270028193,2.99770090210607,1.86808673285513e-05,0.000267653924459864
"11037",-3.24808270028193,2.99770090210607,1.86808673285513e-05,0.000267653924459864
"6725",-3.24808270028193,2.99770090210607,1.86808673285513e-05,0.000267653924459864
"27297",-2.31296609569577,4.37858982343254,1.86924505341299e-05,0.000267653924459864
"1806",2.25291506019826,4.36158591745258,1.86924505341299e-05,0.000267653924459864
"445",1.84911451710681,7.80077751967631,1.87908240593292e-05,0.000268770058474688
"7381",1.85389476121239,7.57440639433722,1.8995090194398e-05,0.000271396733841567
"9497",2.07214609517846,5.14568874169048,1.91823204012447e-05,0.000273774570672428
"7280",1.81446552738123,9.73359946953126,1.94052902726672e-05,0.000276656787321807
"317772",7.41484279840019,1.82518666332264,1.95810519246878e-05,0.000278258166605795
"441457",7.41484279840019,1.82518666332264,1.95810519246878e-05,0.000278258166605795
"644596",-7.38944674775142,1.95992597849481,1.95810519246878e-05,0.000278258166605795
"1850",-2.33167949753919,4.17003444603077,2.01200297557289e-05,0.000285608922929489
"79053",2.21917943809312,4.48883374341828,2.03269876409022e-05,0.000288235808584733
"55588",-2.09738345787407,4.98438074153169,2.04189677897546e-05,0.000289228414580604
"643246",4.01803349397987,2.39812883828143,2.05600779350881e-05,0.000290914048976156
"147381",-2.58474986160547,3.7828228336523,2.06401054176634e-05,0.000291630193691835
"55256",-2.05846793274559,5.20944564068876,2.06550148583319e-05,0.000291630193691835
"51116",-2.28934155177176,4.35955113799083,2.1030924865665e-05,0.000296619442987444
"7403",1.90704764166477,6.38426080734928,2.11115615397477e-05,0.000297224709929546
"84934",-2.70418844028142,3.45378193158733,2.11190138904267e-05,0.000297224709929546
"3123",1.84662731406556,7.41489983324306,2.12055946109754e-05,0.000298107599343186
"602",-2.36313074533328,4.11230813912177,2.12270552917825e-05,0.000298107599343186
"54816",2.0653004934372,5.05196277533509,2.13278613524807e-05,0.00029899815152336
"9353",2.21617761953751,4.43675476861928,2.13359118687161e-05,0.00029899815152336
"100526664",2.02253036181093,5.26810698874231,2.13985141000896e-05,0.000299556433024553
"2810",-1.80751307927967,9.42571101831054,2.14700099615837e-05,0.000300237897007949
"57337",2.14937401701761,4.52730937949865,2.15696405382316e-05,0.000301310934015489
"84619",-2.46397136781213,3.91072001611728,2.16901895003493e-05,0.000302673598764684
"4116",2.26263656139985,4.1964980082507,2.17583908462364e-05,0.000303303670705111
"1066",1.90366861617007,6.35933177453702,2.18321647785027e-05,0.000304010006688166
"51090",-2.15844833307398,4.77014956902939,2.19806678495053e-05,0.000305754342739578
"1073",2.07517823170741,4.89954471144522,2.21017404008417e-05,0.000307113835200291
"6161",1.79633599814413,10.4881087197383,2.24376896694477e-05,0.000311339783805765
"81552",-2.3831597035988,4.04023178669316,2.2453184499709e-05,0.000311339783805765
"196441",1.90615178417835,6.16947858250487,2.2541847559323e-05,0.000312240181087507
"6182",-2.22502689597996,4.50115503140736,2.26595558651252e-05,0.000313540584257815
"5119",-1.96185468168381,5.79291730645252,2.27790887675247e-05,0.000314863475936825
"9672",-2.17238219581537,4.73236128787402,2.29874813864227e-05,0.000316970148392582
"4522",1.87580508666613,6.6033067119385,2.29963986745162e-05,0.000316970148392582
"91689",-2.31802242520331,4.15904624205295,2.3003761054405e-05,0.000316970148392582
