gene_id	C1	C2	T1	T2	T3
132851	0	0	0	0.34	0
132864	10.97	6.10	4.58	6.44	3.60
132884	2.02	3.84	1.03	1.36	0.76
1329	250.35	116.83	273.31	301.36	270.75
132946	3.05	0.35	0	0.52	0.54
132949	4.07	5.34	3.84	3.82	4.95
132989	0	0.93	0.38	0	0
133	26.97	5.99	40.23	37.34	38.88
133015	2.90	1.27	1.97	1.78	2.29
133022	1.37	1.87	0.33	0.80	0.21
133060	1.44	0.70	0.17	0	0
133308	1.43	2.07	6.49	5.93	6.59
133383	5.20	1.93	2.72	3.81	3.59
133396	2.04	2.89	0.82	0.73	1.28
133418	12.14	6.54	11.16	11.36	9.81
133482	0	0	0.18	0	0
133522	1.16	0.45	1.54	1.06	1.27
133584	0.64	0.93	0.58	0	0
133619	16.34	15.57	19.60	19.24	18.07
133686	3.67	4.11	13.11	9.12	8.04
133688	0	0.19	0	0	0
1337	340.53	292.16	315.49	355.76	312.84
133746	7.81	3.68	4.19	5.04	5.14
133957	7.87	5.20	10.83	11.87	12.73
134	4.48	0.18	1.90	1.38	1.99
1340	150.85	185.29	158.97	173.56	166.80
134111	0.95	0.04	0.90	0.85	1.17
134121	0	0	0.13	0	0.17
134145	1.44	1.03	4.98	5.20	3.22
134147	1.52	1.38	11.52	10.86	13.99
134218	6.65	7.88	10.32	8.18	10.46
134265	5.09	5.99	2.54	2.80	3.29
134266	3.10	0.84	5.66	6.85	6.18
134285	0.56	0	1.62	1.00	1.73
134353	0.73	0.16	3.10	3.51	2.80
134359	3.05	3.04	5.52	6.66	5.73
134391	0	0.22	0	0	0
134429	4.55	1.82	11.41	11.87	11.35
134430	5.03	10.42	11.32	9.71	8.84
134492	3.18	0.78	4.49	4.31	4.24
1345	98.63	38.29	324.80	300.44	286.02
134510	11.34	10.14	11.90	13.76	11.11
134526	0	0	0	0.21	0
134548	0.20	0	0.47	0.12	0.49
134549	0.62	0	4.56	6.47	6.62
134553	7.71	1.64	10.42	10.46	12.29
1346	21.04	20.87	0	0	0
134637	1.42	1.26	3.72	2.38	3.88
1347	147.54	91.85	173.97	130.68	162.13
134728	1.60	0.54	2.09	0.47	1.47
134829	0.03	0.02	0.03	0.03	0
1349	222.57	188.85	253.19	276.70	279.74
134957	7.25	11.72	4.27	3.91	4.97
135	0.72	0.33	6.55	3.68	3.49
1350	247.90	130.80	528.13	463.98	459.67
1351	254.35	60.77	319.44	412.14	273.75
135112	4.39	3.96	9.99	7.08	8.30
135114	10.27	2.60	8.71	6.53	7.12
135138	0.89	0	0	0	0
135152	0.19	0	0	0	0
135154	9.40	8.25	8.46	2.62	8.10
1352	5.47	4.76	5.35	6.97	7.19
135228	18.67	25.90	10.72	8.93	9.97
135250	6.74	6.26	3.07	2.54	1.25
135293	5.03	1.12	10.24	9.42	8.32
135295	0.38	0	0.27	0.44	0.23
1353	17.57	16.47	24.24	17.69	29.50
135398	2.90	0.65	14.05	14.11	16.58
135458	0.35	0.83	1.01	1.24	0
1355	7.18	5.13	10.40	9.75	11.37
1356	1.03	1.59	23.46	18.18	21.06
135644	0	0	0.35	0.21	0
135656	0	0	0	0.08	0
1357	0.23	0	0	0.27	0
1358	0	0.21	0.25	0	0
135892	0.18	0	0.66	0.83	0.44
1359	5.77	5.79	0	0	0
135932	2.72	0.39	2.02	1.66	2.48
135941	0	2.15	0	0	0
136	6.87	3.33	3.01	5.66	2.51
1360	0.48	0	0	0	0
136051	4.34	1.80	3.42	3.09	3.77
1361	0	0	2.85	2.42	3.91
1362	8.49	7.47	19.26	19.08	19.95
136227	0.79	0	6.69	5.16	4.88
136259	0.48	0	0.46	0.56	1.18
136288	0	0	0	0.21	0.22
1363	31.46	23.18	34.21	30.95	37.06
136306	0.46	0.38	0.23	0.54	0
136332	0.22	0.34	0.31	0.26	0.54
1364	75.77	2.64	66.38	81.76	66.10
1365	12.66	0.63	57.25	64.69	51.45
1366	11.19	3.03	24.17	32.74	22.33
136647	20.08	12.29	49.56	54.76	51.03
1368	9.86	5.94	5.38	7.24	6.87
136853	0.28	0	3.06	3.68	4.00
136895	1.05	1.11	1.91	1.45	2.11
1369	0	0	2.29	2.11	2.71
1370	0.11	0	1.63	2.54	2.81
137075	6.38	0.14	1.35	1.25	1.31
1371	4.58	2.76	16.95	15.46	13.13
137209	0.11	0.49	0.60	0.25	0.13
1373	2.22	4.10	78.17	76.38	76.51
137392	3.17	3.43	10.62	8.59	9.11
1374	10.21	16.65	19.22	19.64	21.38
137492	6.63	5.21	8.25	7.60	7.32
1375	5.57	3.24	13.99	12.05	17.54
1376	8.45	8.60	11.14	15.98	12.56
137682	6.27	6.54	5.74	9.20	9.11
137695	9.38	3.64	9.83	10.05	9.33
137797	1.26	2.55	0	0	0
1378	0.04	0.92	0.13	0.14	0
137814	0	0	0.77	0.47	1.98
137835	0.33	0	1.99	0.58	0.87
137868	0.10	0.11	0	0	0
137872	2.57	0.71	2.28	2.80	2.03
137886	3.89	5.41	9.13	7.24	9.46
1379	0	0	0.18	0.22	0
137902	0	0	0.07	0	0
137964	11.10	4.55	22.58	23.08	20.87
137970	0.04	0.09	0.22	0.31	0.24
137994	0.46	0.40	2.76	1.48	1.04
1380	0.09	0.13	2.00	1.67	1.06
138050	17.21	4.31	10.48	11.25	10.24
1381	1.40	1.49	54.23	54.05	50.41
138151	3.52	0.57	5.18	6.12	7.01
138162	1.51	0.43	4.38	4.38	3.12
138199	2.11	2.29	4.90	5.83	4.87
1382	153.74	69.30	102.12	120.71	113.81
138241	4.54	3.98	5.37	5.66	5.27
138255	0	0	1.19	4.29	3.29
138311	9.55	0.81	14.93	14.14	14.31
1384	35.80	13.59	17.15	21.94	14.01
138428	15.05	3.47	11.99	13.28	11.33
138429	2.76	0.25	4.73	3.73	2.48
138474	0	0	0.21	0	0.07
1385	8.31	14.20	8.99	3.75	9.09
1386	4.60	12.34	14.75	13.56	13.74
138639	1.67	1.06	6.09	3.99	3.78
1387	17.00	40.80	11.54	11.18	11.05
138715	0	0.23	0	0	0
138716	9.65	1.57	23.47	23.45	22.68
138724	0.11	1.50	0.31	0	0
1388	43.19	18.29	53.00	59.16	53.95
1389	13.35	2.02	10.98	12.52	10.97
1390	9.10	2.84	19.74	20.19	11.24
139065	0.40	0.37	0.08	0.14	0.25
139081	0	0	0.39	0	0.51
139135	0	0	4.35	5.71	5.36
139189	0	0	0.48	0.22	0.62
139221	0.41	0	0.31	0.19	0.20
139231	5.70	1.97	6.99	8.09	6.33
139285	2.51	1.56	3.08	2.21	3.78
1393	0.38	0.15	0.36	1.11	0.47
139322	3.12	2.28	4.37	4.13	4.74
139324	0.17	0.38	0.52	0.45	0.27
139341	9.15	8.40	18.14	15.84	13.55
1394	0	0.54	0	0	0
139411	0.06	0.10	0.25	0.08	0.08
139425	0	0	0	0.12	0
139562	1.02	0.16	0	0.31	0.77
139596	3.42	1.92	5.93	6.47	5.05
1396	172.32	76.89	85.48	109.78	70.91
139628	0	0	0.47	0.15	0.15
1397	119.00	36.08	53.21	68.68	45.74
139716	0.87	0.17	1.18	0.69	1.09
139728	0.46	0	3.10	1.91	2.28
139735	0	0	0.82	1.01	0.35
1398	28.16	3.83	23.52	16.66	20.12
139818	2.22	7.79	5.49	3.66	5.51
139886	1.17	0.39	4.22	5.47	2.47
1399	22.71	5.66	19.62	18.66	21.25
14	60.87	39.42	62.28	64.47	59.23
140	0.20	0	0	0.23	0
1400	2.59	0.87	3.11	5.65	2.21
140258	39.90	31.85	0	0	0
140290	0	0	0.60	0.89	0.62
1404	0.15	0	0	0.09	0.09
140456	0.50	0	0.48	0	0.28
140459	12.97	2.50	10.22	10.76	12.75
140460	2.69	2.63	5.19	4.89	5.34
140461	13.71	5.73	6.29	8.46	8.73
140462	0.41	0.64	3.67	5.29	6.72
140465	21.06	13.82	48.15	64.26	49.28
140467	26.88	11.41	31.30	34.35	31.35
140469	0.83	1.25	0.11	0.06	0.14
140545	0.84	0.62	2.33	2.48	1.44
140564	0.61	0.40	2.00	2.20	1.75
140576	405.51	66.49	55.06	66.97	63.29
140578	0.79	0.24	1.32	1.29	0
140597	0.96	0.75	0	0	1.18
1406	1.37	0	3.31	2.25	1.64
140606	49.13	12.29	14.38	17.15	15.36
140609	10.66	5.28	9.42	9.03	9.21
140612	1.43	1.94	1.04	1.31	1.57
140628	0.54	0	0.13	0	0.33
140679	0	0	0	0	0.17
140680	1.31	0.51	9.61	11.04	10.20
140685	0.85	0.20	3.52	4.16	3.67
140686	11.52	2.56	0	0.85	0
140687	0.17	0.39	0	0.40	0
140688	3.64	0.73	7.25	6.95	7.30
140689	0	0.09	0	0	0
140691	0.30	0.28	0.17	0	0.91
140699	0.51	0.40	1.47	0.60	0.63
1407	6.26	5.98	11.42	9.14	8.85
140700	4.29	0.25	6.21	10.04	7.23
140701	3.56	0.31	10.56	7.18	6.08
140706	2.47	0.32	0.26	0.80	0.17
140707	5.03	2.41	11.51	8.89	12.06
140710	6.36	8.58	6.81	9.01	7.62
140711	0.17	0.13	0	0.42	0.24
140730	1.94	0.15	2.39	2.19	2.14
140731	0	0	0.19	0.12	0.12
140733	0.99	0.75	0.52	0.45	0.95
140735	44.04	12.14	64.72	57.75	53.11
140738	7.71	2.28	2.79	4.40	2.57
140739	14.92	7.75	17.03	10.93	14.97
140766	0.25	0.10	0.94	1.65	1.74
140775	5.79	2.59	6.93	8.49	9.08
1408	49.55	13.47	5.76	7.26	5.33
140803	0.50	0.99	0.04	0.05	0.05
140807	57.52	63.04	0	0.22	0
140809	20.27	3.58	31.04	24.29	35.01
140823	92.83	56.29	124.82	123.32	121.72
140825	0.25	0.19	0.95	1.46	0.62
140831	0.98	0.28	2.33	3.29	1.66
140838	1.18	0.35	6.20	5.60	6.12
140862	9.58	4.44	0.76	0.62	0.33
140876	1.18	0.12	1.21	0.93	1.35
140883	0.06	0.05	1.02	1.11	1.68
140885	25.96	21.04	25.07	30.46	25.82
140886	0	0.23	0.19	0.12	0.25
140890	7.10	9.24	12.22	9.51	11.55
140893	2.79	1.04	1.04	1.56	0.75
140894	0.13	0.15	0	0.61	0
1409	0	0.24	5.30	8.34	4.55
140901	9.67	2.06	12.23	12.07	13.05
140947	0.11	0	0	0	0
141	2.36	0.08	0.60	0.76	1.17
1410	202.14	251.40	27.36	22.61	20.16
1411	0	0.36	0.87	0.54	0
1412	0	0	0	0.62	0
1413	0	0	0	1.57	0
1414	1.57	1.25	1.51	3.73	0.49
1415	3.75	3.74	6.79	5.58	3.48
1417	0	0.96	0	0.48	0
142	22.13	46.31	94.82	87.07	98.04
1420	0	0	0	0.69	0
142678	17.35	4.64	19.25	19.05	16.60
142679	0.26	0.25	0.25	0.15	0.37
142680	0.16	0.13	0.31	0.38	0.20
142683	1.24	0.98	0.60	0	1.15
142684	0	0.26	0.50	0.92	0.65
142686	0	0.12	1.21	0.19	0.78
1427	0.79	0.31	0.76	2.80	0.97
1428	1.81	1.06	1.73	0.53	0.56
142891	11.77	3.85	4.41	4.47	4.15
1429	15.57	9.38	15.31	12.65	11.08
142940	4.35	3.60	7.42	5.08	5.47
143	8.39	14.72	20.51	18.29	19.74
143098	22.52	30.89	1.71	1.47	1.96
1431	76.48	59.05	97.87	105.38	100.08
143162	0.07	0	0.18	0	0
143187	4.43	3.67	3.92	3.54	3.35
1432	19.05	18.87	32.01	28.29	32.23
143244	0.82	0	0	0.11	0.76
143279	2.08	1.82	4.07	2.28	2.48
143282	1.63	0.11	4.90	3.96	3.83
143379	0.99	1.25	0.92	0	0.78
143384	8.43	3.12	7.56	8.08	7.78
1434	22.93	24.20	79.81	75.92	75.49
143425	0.17	0.13	0.08	0.20	0
143458	8.27	1.37	7.54	9.46	7.68
1435	6.32	1.25	9.93	8.50	10.85
143503	0.11	0.26	0	0	0
143570	3.31	2.00	3.27	3.12	3.76
1436	4.93	2.94	0.08	0.30	0.21
143630	0	0	0.14	0	0.36
143662	16.15	10.27	0.50	0.25	0.64
143684	2.79	5.11	3.15	4.06	2.35
143686	17.95	10.44	3.21	2.44	2.74
143689	0.75	0.42	0.82	1.51	1.32
1437	0	0	0.88	0	0
1438	1.70	5.04	4.19	2.33	5.39
143872	2.79	2.66	1.03	1.40	1.89
143879	1.72	0.13	0.24	0.57	0.70
143884	5.58	12.29	4.71	2.58	4.27
143888	15.69	4.85	17.13	14.68	15.31
1439	2.13	1.26	3.17	1.65	1.48
143903	1.61	1.12	1.11	1.54	1.48
143941	1.03	0	0.56	0.47	0.71
1440	0.95	0	0.23	0.28	0
144097	4.59	2.51	27.56	38.83	24.26
1441	0.58	0.27	10.00	7.07	8.19
144100	7.39	4.27	3.77	4.90	3.99
144108	6.14	4.97	5.72	4.72	6.37
144110	9.93	1.60	0.71	0.99	0
144132	1.21	0.75	2.99	2.42	3.77
144165	9.58	15.41	3.00	3.19	3.28
144193	0.98	0.76	1.09	1.53	0.60
144195	0	0	1.03	1.05	1.49
144233	2.37	1.15	1.46	2.01	2.31
144245	1.18	1.49	1.80	2.96	2.06
1443	0	0	0	0.75	0.51
144321	2.28	0.31	2.95	3.14	4.10
144347	0.16	0	0.15	0	0.40
144348	53.53	16.49	39.96	38.12	37.23
144363	8.08	2.69	3.96	8.81	3.55
144402	2.58	2.77	3.40	3.71	2.68
144404	2.43	1.29	6.17	5.80	6.83
144406	3.02	3.03	0.66	1.06	0.56
144423	1.84	0.38	1.52	0.14	1.06
144453	1.03	0.53	0.60	0	0.88
144455	0.78	0.37	5.90	6.26	5.43
1445	18.14	8.96	65.39	73.90	54.77
144501	177.52	29.24	21.72	25.06	21.91
144535	0.03	0.03	0	0	0.09
144568	23.84	25.60	0.06	0	0.22
144577	3.91	2.36	2.60	3.96	3.35
144608	1.57	0.25	2.71	1.85	1.55
144699	3.80	0.64	11.35	12.59	9.97
144715	0.45	0.65	0.35	0.52	0
144717	7.53	0.51	4.78	7.48	4.86
144811	2.38	0.45	0.87	0.55	1.23
144983	5.79	4.53	6.73	8.34	7.36
145173	2.45	3.46	4.11	3.42	3.41
1452	104.34	170.70	52.55	43.86	53.34
145226	29.86	33.25	0.35	0.64	0
145258	0	0.69	1.40	2.76	1.08
145264	159.21	104.76	1.35	0	0.58
145270	3.20	0.22	0.36	0.55	0.81
145282	0.50	0.91	0.68	0.72	0.69
1453	34.51	30.59	47.33	48.81	45.58
145376	0.24	0.19	0	0	0
145389	0.99	3.88	4.45	5.26	5.33
1454	46.16	22.72	59.03	67.93	56.47
145407	0.96	2.22	1.04	0.50	0.79
145447	6.79	2.79	1.60	2.81	2.65
145482	4.83	2.55	8.88	5.13	7.12
145483	1.74	0.81	2.82	1.68	1.53
1455	32.73	8.36	51.59	52.78	44.74
145501	0.26	0.09	4.60	5.38	5.14
145508	1.16	3.69	1.25	1.44	1.99
145553	6.61	7.23	14.53	15.82	11.86
145567	3.71	4.97	8.29	8.66	8.38
145581	0.24	0.07	0.18	0.23	0
1456	4.97	6.30	9.05	7.77	9.19
1457	32.57	57.26	62.28	67.77	61.33
145741	0	0.08	0	0	0
145748	8.25	2.17	3.54	3.85	4.22
145773	0.90	0.39	2.56	3.14	1.83
145781	0	2.34	1.12	1.10	0.72
145788	1.87	0	4.52	2.79	5.22
145853	4.87	2.33	12.95	11.46	11.33
145864	5.22	0.96	4.21	5.37	4.12
145873	0	0	1.04	0.51	0.27
1459	41.89	80.50	23.42	21.58	25.41
145946	0	0	0.41	0	0
145957	0.32	0.62	1.36	1.86	2.34
146	0.26	0	2.73	1.67	0.64
1460	118.79	46.49	157.19	167.73	157.30
146050	3.49	1.37	5.71	4.27	5.59
146057	2.19	5.92	1.97	2.27	1.87
146059	4.43	4.44	7.43	7.91	7.15
146167	0.25	0.19	0	0.29	0
146177	0.07	0	0	0.09	0.09
146183	0.38	0.40	0	0.60	0.47
146198	4.06	1.20	5.53	7.32	6.87
1462	8.77	35.92	9.72	7.85	8.39
146206	0.23	0	10.86	12.96	9.47
146212	0	0	0.11	0.27	0.28
146223	8.24	1.40	11.22	8.59	11.54
146225	0	0	0.96	0	0
146227	2.49	0.37	0.58	1.66	0.75
146279	0.44	0	0.21	0	0
1463	0	0	0.10	0.06	0
146310	0	0	0	0	0.53
146325	0	0	0.15	0.36	0.38
146330	7.60	0.30	11.03	8.98	9.34
146395	0	0	0.07	0.18	0
1464	11.82	5.52	30.92	33.15	31.23
146429	0.19	0.44	6.29	5.74	7.19
146433	17.19	1.52	1.13	1.16	0.49
146434	1.00	0.58	1.42	1.30	1.30
146439	28.66	8.90	1.85	2.27	0.95
146456	0.38	0	1.11	0	1.43
1465	188.37	46.29	93.67	105.91	105.94
146540	3.28	0.82	2.72	3.46	3.64
146542	6.20	0.74	5.02	8.04	3.52
146547	0.68	0.19	1.57	2.87	0.67
146556	0.67	0	1.07	2.12	1.38
146562	0	0	0.24	0.30	0.16
1466	11.87	4.60	20.34	19.66	21.05
146664	1.44	0	5.88	6.12	4.88
146691	40.27	14.37	9.01	9.00	8.26
146705	7.09	1.52	11.94	13.95	9.09
146712	1.77	0.26	5.67	5.16	4.41
146713	0	0	0.66	0.54	0.85
146722	0	0	5.59	5.09	6.10
146723	0.14	0	0	0	0.16
146754	0	0.02	0.84	0.77	0.64
146760	3.14	0.52	3.71	4.33	3.39
146779	0	0.36	0.87	0.54	0.84
1468	17.76	4.88	27.02	32.82	25.49
146802	2.33	1.52	0.74	0.18	0.57
146822	1.11	0	1.34	0	0
146850	0.45	0.26	0.32	0.13	0.14
146853	0	0	0.33	0.41	0
146857	0.97	0.65	2.53	1.27	2.55
146861	0.19	0	0	0	0
146894	6.18	0.85	0	0.15	0.46
1469	5.15	9.32	0	0	0
146909	2.36	1.45	16.05	17.52	15.92
146923	5.34	1.95	7.20	6.25	8.49
146956	1.22	1.16	6.43	6.51	8.17
147	0.31	0.24	0.73	0.90	0.38
1470	0.53	0	0.52	0	1.32
147007	9.10	4.78	8.46	8.10	8.92
147011	0.44	0.35	3.26	1.82	4.36
147015	4.15	2.39	17.05	17.34	16.43
147040	25.83	1.65	7.59	6.43	4.55
1471	281.23	134.76	304.04	340.23	315.07
147111	1.68	0.47	26.64	31.45	21.60
147138	1.56	0.36	13.03	15.16	16.25
147166	6.90	5.38	16.10	18.14	18.69
147179	13.48	2.20	8.32	8.75	8.84
147183	1594.12	1672.21	0	0	0
147184	8.79	2.89	3.69	8.64	4.98
1472	0	0.42	0.48	0	0
147339	8.43	3.11	6.66	7.80	7.89
147372	0.49	0.76	0.73	0.64	0.43
147381	9.76	1.01	0.11	0.14	0
1474	265.51	67.80	0	0	0
147409	33.39	68.68	0	0	0
147463	2.05	0.72	1.95	2.03	1.76
147495	188.00	96.62	2.44	2.20	1.99
1475	170.82	139.27	4.61	6.20	4.84
1476	95.74	188.43	142.76	171.30	160.58
147645	12.38	3.48	1.87	1.86	1.04
147646	0	0.20	0.24	0	0.62
147650	2.21	0	2.84	4.36	1.41
147657	2.52	2.39	4.59	3.70	4.25
147658	0	0	0.06	0	0.36
147660	0.36	0.47	1.06	0.53	0.69
147664	0.87	0	1.80	0.81	1.94
147670	0.61	0.21	0.37	1.01	1.12
147685	0.39	0	0	0	0
147686	2.06	3.09	0.65	0.57	1.09
147687	1.96	4.36	1.92	1.39	3.03
147694	3.09	3.22	4.87	4.24	4.53
147699	0.61	0.32	1.76	1.20	1.01
1477	6.45	6.40	22.79	24.33	21.01
147700	52.24	16.16	1.87	2.29	1.69
147710	0	0	2.42	0	0.44
147741	0	0	0.71	0.43	1.52
147744	0.60	0	1.76	0	0
147746	0.14	0	0	0	0
147798	6.18	2.29	10.16	8.70	10.01
1478	6.25	7.38	18.95	18.26	18.57
147807	14.99	1.72	11.09	13.64	10.79
147808	2.61	0	4.82	5.31	3.43
147837	2.61	3.38	0.24	0.87	0
147841	1.26	1.26	11.96	13.17	15.95
147872	0.15	0.34	0.14	0.34	0
1479	11.20	7.06	29.51	19.76	22.46
147906	0.98	0.47	1.41	1.43	2.81
147912	5.36	2.55	11.67	18.17	10.26
147920	15.54	6.66	0	0	0
147923	2.03	0.87	2.15	3.29	1.74
147929	0.35	0.94	0.49	1.01	0.64
147945	0	0	0.36	0.22	0
147948	1.49	0.53	0.52	0.64	0.67
147949	1.34	0.42	1.04	1.57	1.51
147965	14.15	5.40	13.44	10.82	8.48
147968	22.13	9.33	0.87	0.53	1.13
147991	4.14	1.93	6.76	6.10	6.29
148	1.39	0.48	0.17	0.19	0.20
148022	9.92	3.25	9.33	11.15	8.60
148103	0.89	0.60	0.63	1.56	0.41
148113	0.25	0	2.65	4.59	3.12
148137	3.09	1.39	3.57	5.33	3.60
148156	4.05	1.93	9.14	6.40	9.03
148170	5.21	0.32	2.31	8.08	5.94
148198	0	0.75	1.88	0.72	0.47
1482	0	0	2.82	2.72	1.82
148203	1.76	0.90	7.74	6.38	10.62
148206	1.07	1.49	2.25	1.90	3.29
148213	0.28	1.44	1.21	0.93	1.01
148223	6.43	0.12	14.30	12.54	11.86
148229	0.07	0.16	2.11	2.51	1.82
148252	3.44	0.39	6.55	7.80	7.96
148254	0.48	0.92	0.42	0.79	0.98
148266	1.02	1.18	2.49	1.38	1.77
148268	1.06	0.82	1.07	0.86	0.78
148281	0.16	0	1.43	1.74	1.75
148304	6.22	1.90	1.21	1.84	1.82
148327	10.20	5.62	11.48	11.13	13.68
148345	0	0	0	0.29	0.15
148362	9.05	13.92	11.89	9.64	9.23
148398	1.45	0.10	4.12	7.05	4.12
148418	0.50	0.20	1.49	0	0.61
148423	3.17	2.45	5.32	6.90	5.84
148479	11.38	3.63	10.01	10.75	10.85
148523	24.69	14.20	5.93	6.45	10.13
148534	1.28	0.38	1.52	1.74	1.63
148545	0.14	0	0.80	1.79	1.37
1486	5.16	2.72	5.64	6.66	5.80
148641	0.49	0.47	0.35	0.85	0.27
1487	46.01	17.27	64.96	77.28	63.72
148738	0	0	0.16	0	0
148741	15.81	6.41	0.53	0.39	0.25
148753	0	0	2.25	2.63	2.33
148789	9.63	11.13	11.13	9.33	11.35
1488	10.09	5.77	18.50	17.62	16.85
148808	11.05	3.36	0.32	0.29	0.10
148811	0.16	0.25	0	0	0
148823	0.09	0.07	0.08	0	0.11
148867	2.33	2.56	4.97	4.19	4.52
148870	0	0	0	0.19	0
1489	2.10	0	1.80	1.97	0.26
148932	6.51	1.63	4.68	3.16	3.48
148979	0.62	0	1.41	1.44	0.76
1490	140.52	38.17	87.22	92.73	90.75
149013	4.09	26.11	4.81	4.08	5.52
149041	2.82	8.29	2.63	2.25	2.56
149069	0	0	0	0.61	0.96
149076	14.68	6.53	10.11	12.92	11.04
149095	0.31	0.36	0.44	0.18	0.19
1491	0.68	0.89	7.97	7.45	8.62
149111	0.75	0.23	2.84	2.28	2.89
149175	3.15	0.98	20.31	20.66	20.50
149233	0	0	0.12	0.14	0.30
149281	0	0	0	0	0.48
149297	1.57	0.12	0.74	0.25	0.46
1493	0.55	0.40	0.17	0.43	0.21
149345	4.47	1.83	6.51	9.49	6.81
149371	6.52	4.47	3.67	3.26	4.49
149420	4.06	1.37	4.57	3.48	2.77
149428	64.02	21.61	1.39	3.02	2.38
149461	4.94	0.59	0.23	0.92	0.48
149465	0.74	0.32	0	0	0
149466	9.21	2.33	1.58	2.22	1.22
149473	2.79	1.36	7.19	4.99	5.34
149478	0.45	0.35	1.71	1.84	3.04
149483	0.77	0.36	0.74	0.18	0.57
1495	113.20	81.60	84.97	74.44	73.44
149563	0	0	0.37	1.38	2.39
1496	0	0	0.68	0.14	0.88
149603	44.61	5.56	63.26	78.91	64.85
149628	0.18	0.26	0.34	0	0
149647	0	0.12	0	0	0
1497	3.83	3.95	4.91	7.94	4.50
149708	55.47	37.11	0	0	0
149840	4.09	0.33	5.63	2.22	3.11
1499	166.19	275.83	172.79	159.29	177.62
149951	16.70	5.94	23.56	24.68	25.03
149986	18.57	9.57	34.11	33.02	33.26
15	0	0	0	0.64	0.22
150	7.18	1.37	0.84	1.14	1.96
1500	93.14	39.88	36.77	33.79	35.84
150051	0	0.35	0.84	0	1.08
150082	0.44	0.34	0.56	0.34	0
150084	0.51	0.13	0	0.20	0
150094	159.47	43.63	13.48	14.97	13.04
1501	1.36	1.26	1.53	2.12	2.07
150159	0.20	1.31	0	0	0
150160	0	0.13	0	0	0
150165	0	0	0.20	0.24	0
150209	0.89	0	1.55	2.08	1.45
150221	0	0	0.34	0	0
150223	10.51	1.03	25.90	27.21	25.90
150274	7.89	1.55	11.87	11.99	8.90
150275	6.39	2.20	12.27	9.20	8.69
150290	2.60	1.20	2.45	1.84	0.94
1503	13.85	12.85	36.43	31.69	35.70
150350	0	0.20	0	0	0.16
150353	0.15	0.12	0	0	0
150356	2.06	0.85	0.39	0.32	0.67
150365	0.09	0	0.33	0	0.11
150368	7.79	0.23	0.98	1.89	2.17
150372	0.61	0.10	2.59	1.99	2.98
150379	0	0.12	0	0.18	0.19
150383	2.35	0.18	5.84	7.46	4.92
150465	11.87	1.79	15.18	14.21	14.32
150468	1.07	0.39	8.10	5.82	7.45
150472	10.49	65.81	17.69	15.75	18.23
150483	1.63	2.18	1.05	1.91	1.43
150590	2.29	0.18	1.23	1.08	1.06
1506	0.30	0	1.71	0.70	2.20
150677	0	0	0.65	0	0
150678	93.44	37.46	45.81	53.69	38.15
150684	25.43	26.56	25.51	23.89	24.22
150696	40.26	21.85	2.10	2.62	1.88
150709	0.23	0.48	0	0.54	0.19
150726	2.81	0.08	7.40	8.56	8.84
150737	1.45	2.89	3.14	1.89	2.57
150763	1.38	0.83	0.22	0	0.15
150771	0.80	1.26	3.06	5.93	4.74
150786	0	0	0.36	0.11	0
1508	149.28	34.93	170.51	175.26	163.26
150864	3.61	1.32	3.82	3.58	3.78
1509	296.94	171.68	504.61	694.98	507.16
150946	0.91	0	2.69	3.70	3.40
150962	1.32	0.66	1.70	2.12	1.32
151	0.82	0.24	0	0.48	0.25
1510	0	0	0.17	0	0
151011	31.01	27.56	14.81	12.56	14.27
151050	2.40	3.96	3.08	1.37	1.57
151056	6.07	8.08	0.19	0.16	0.33
1511	11.75	12.41	68.57	69.62	60.97
151126	0	0	0.21	0.15	0.54
151176	0	0	1.13	2.50	2.05
151188	5.81	3.40	11.29	12.29	10.60
151194	1.84	0.75	16.62	12.78	14.85
151195	4.86	1.16	7.00	5.17	5.34
1512	38.24	27.57	42.20	52.77	36.98
151230	0	0.85	4.98	4.54	7.76
151242	0.67	1.36	0.75	0	0.42
151246	0.94	0.53	7.15	4.79	5.25
151254	0.33	0.31	0.45	0.93	0.24
151278	0	0	0.20	0	0.25
151295	0.17	0.23	0.33	0.51	0.36
1513	57.05	79.34	8.07	4.96	6.86
151306	1.27	0.79	0	0	0
151313	13.44	12.20	19.40	19.84	15.46
151354	33.96	2.86	0.36	0.50	0.86
151393	3.64	4.06	0.46	0.57	0.60
1514	26.93	31.84	74.56	68.32	65.32
151449	0.25	0	0.27	0.24	0.69
151473	3.51	0.72	0.96	1.73	1.25
1515	21.63	11.65	4.46	3.35	3.51
151516	261.93	57.94	0.30	0.37	0.39
151525	3.06	2.83	8.74	7.23	6.85
151556	3.67	3.31	0.90	0.95	0.91
151613	4.65	4.99	14.67	13.02	12.98
151636	2.68	1.88	6.10	6.09	9.03
151647	0	0	0.29	0.89	0.39
151648	1.21	0.34	6.17	4.09	7.24
151649	0.16	0.64	0	0.38	0
151651	0	0	0	0.14	0.15
151742	4.49	0.46	1.20	1.36	1.30
151790	0	0	0	0	0.12
151827	0.60	1.78	1.54	0.67	0.99
151835	0.20	0.26	0.16	0.23	0
151871	0	0	0.73	0.60	0
151887	76.34	147.70	12.34	12.33	12.36
151888	0	0.09	0.11	0	0
1519	5.41	4.56	3.14	3.71	3.47
151903	41.24	25.85	28.60	31.81	31.11
